company,country,region,industry,ownership,year,score,percent_score,strategic_action,gender_targets,gender_due_diligence,grievance_mechanisms,stakeholder_engagement,corrective_action,gender_leadership,development_recruitment,employee_data_by_sex,supply_chain_gender_leadership,enabling_environment_union_rights,gender_procurement,gender_pay_gap,carer_leave_paid,childcare_support,flex_work,living_wage_supply_chain,health_safety,health_safety_supply_chain,violence_prevention,violence_remediation
BBVA,Spain,Europe & Central Asia,Banks,Public,2024,16.8,32,1,1,1,2.0,0,0.0,1,1,3,0,0,0,0,1.0,1,2,0,1.0,1,1.0,0.0
Banco Bradesco,Brazil,Latin America & Caribbean,Banks,Public,2024,15.1,29,1,1,0,2.0,0,0.0,1,0,2,0,0,0,0,1.0,2,2,0,1.0,1,1.0,0.0
Banco Davivienda ,Colombia,Latin America & Caribbean,Banks,Public,2024,9.6,18,1,0,0,0.0,0,0.0,0,0,3,0,0,0,0,0.0,1,1,0,1.0,0,1.0,0.0
Banco de Credito e Inversiones,Chile,Latin America & Caribbean,Banks,Public,2024,9.8,19,0,0,0,0.0,0,0.0,1,2,0,0,0,0,0,0.0,2,2,0,1.0,0,1.0,0.0
Banco del Estado de Chile,Chile,Latin America & Caribbean,Banks,Government,2024,4.4,8,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,1.0,0.0
Banco do Brasil,Brazil,Latin America & Caribbean,Banks,Public,2024,17.3,33,1,1,0,1.0,0,0.0,3,2,2,0,0,0,0,0.0,2,1,0,1.5,0,1.0,0.0
Banco Santander,Spain,Europe & Central Asia,Banks,Public,2024,15.6,30,1,1,0,2.0,0,0.0,1,0,2,0,0,1,0,0.0,2,2,0,1.0,1,1.0,0.0
Bancolombia ,Colombia,Latin America & Caribbean,Banks,Public,2024,15.8,30,1,1,0,2.0,0,0.0,2,0,2,0,0,0,2,0.0,1,0,0,2.0,0,1.0,0.0
Bangkok Bank ,Thailand,East Asia & Pacific,Banks,Public,2024,16.2,31,0,0,1,0.0,0,0.0,2,0,1,0,0,0,0,1.0,2,0,0,2.0,1,1.0,0.0
Bank Central Asia (BCA),Indonesia,East Asia & Pacific,Banks,Public,2024,13.6,26,0,0,0,2.0,0,0.0,2,0,2,0,0,0,0,0.0,0,1,0,2.0,0,1.0,0.0
Bank Mandiri,Indonesia,East Asia & Pacific,Banks,Public,2024,6.5,13,1,0,0,0.0,0,0.0,1,2,1,0,0,0,0,0.0,0,0,0,0.5,0,0.0,0.0
Bank Negara Indonesia,Indonesia,East Asia & Pacific,Banks,Public,2024,3.3,6,1,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0.0
Bank of America,United States,North America,Banks,Public,2024,21.2,41,1,0,2,2.0,0,0.0,0,0,1,0,0,1,0,0.0,2,1,0,2.0,2,1.0,0.0
Bank of Baroda,India,South Asia,Banks,Public,2024,9.1,17,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,0.0,1,0,0,1.5,0,1.0,0.0
Bank of Beijing ,China,East Asia & Pacific,Banks,Public,2024,0.7,1,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Bank of China,China,East Asia & Pacific,Banks,Public,2024,0.7,1,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Bank of Communications,China,East Asia & Pacific,Banks,Public,2024,2.9,6,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.5,0,0.0,0.0
Bank of India,India,South Asia,Banks,Public,2024,6.2,12,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
BMO,Canada,North America,Banks,Public,2024,17.2,33,1,1,1,0.0,0,0.0,1,0,2,0,0,1,0,0.0,1,1,0,2.0,0,1.0,0.0
BNY Mellon,United States,North America,Banks,Public,2024,16.7,32,1,1,0,2.0,0,0.0,2,0,1,0,0,1,0,0.0,1,0,0,1.5,2,1.0,0.0
Bank of Nova Scotia,Canada,North America,Banks,Public,2024,18.9,36,1,1,0,2.0,0,0.0,1,1,1,0,0,1,0,0.0,2,2,0,2.0,0,1.0,0.0
Bank of Shanghai,China,East Asia & Pacific,Banks,Public,2024,4.4,8,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0,0.0,0.0
Bank Rakyat Indonesia (BRI),Indonesia,East Asia & Pacific,Banks,Public,2024,15.1,29,1,0,1,1.0,0,0.0,1,1,1,0,0,0,0,1.0,1,2,0,1.5,0,1.0,0.0
Banque Centrale Populaire,Morocco,Middle East & North Africa,Banks,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Banque Misr ,"Egypt, Arab Rep.",Middle East & North Africa,Banks,Government,2024,5.8,11,0,0,0,0.0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
Baotou Steel,China,East Asia & Pacific,Metals & Mining,Government,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Barclays,United Kingdom,Europe & Central Asia,Banks,Public,2024,15.8,30,0,1,0,2.0,0,0.0,0,1,2,0,0,1,0,2.0,2,1,0,1.0,2,1.0,0.0
Barilla,Italy,Europe & Central Asia,Food Production,Private,2023,10.9,21,1,0,0,2.0,0,0.0,1,2,2,0,0,1,1,1.0,0,2,0,0.0,0,0.5,0.0
Barry Callebaut,Switzerland,Europe & Central Asia,Food Production,Public,2023,9.0,17,1,1,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
BASF,Germany,Europe & Central Asia,Chemicals,Public,2023,12.3,24,1,1,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,1,2,0,1.0,2,1.0,0.0
Bausch Health ,Canada,North America,Pharmaceuticals & Biotechnology,Public,2023,6.5,13,0,0,0,2.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0.5,0,1.0,0.0
Bayer,Germany,Europe & Central Asia,Pharmaceuticals & Biotechnology,Public,2023,22.5,43,1,1,0,2.0,0,0.0,2,2,1,0,0,2,0,0.0,2,2,0,1.5,2,1.0,0.5
Bayerische Landesbank,Germany,Europe & Central Asia,Banks,Private,2024,8.4,16,0,1,0,1.0,0,0.0,0,1,1,0,0,0,0,1.0,2,1,0,0.0,0,1.0,0.0
Bayerische Versorgungskammer,Germany,Europe & Central Asia,Pension Funds,Government,2024,5.8,11,0,0,0,0.0,0,0.0,1,1,0,0,0,0,0,0.0,1,2,0,0.0,0,1.0,0.0
BayWa,Germany,Europe & Central Asia,Food Production,Public,2023,10.5,20,0,1,0,2.0,0,0.0,0,1,0,0,0,0,0,0.0,0,2,0,1.0,0,1.0,1.0
Vivo,China,East Asia & Pacific,Electronics,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
BBMG,China,East Asia & Pacific,Construction Materials & Supplies,Public,2024,0.7,1,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
BCE,Canada,North America,Telecommunications,Public,2023,10.9,21,1,1,0,2.0,0,0.0,0,1,0,0,0,1,0,0.0,0,0,0,1.0,1,1.0,0.0
Bechtel,United States,North America,Construction & Engineering,Private,2024,6.9,13,0,0,0,2.0,0,0.0,0,0,0,0,0,1,0,0.0,0,0,0,1.0,0,1.0,0.0
Beidahuang Group,China,East Asia & Pacific,Agricultural Products,Government,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Beiersdorf,Germany,Europe & Central Asia,Personal & Household Products,Public,2024,14.5,28,1,1,0,2.0,0,0.0,2,1,0,0,0,0,0,0.0,1,2,0,1.0,2,1.0,0.0
BAIC,China,East Asia & Pacific,Motor Vehicles & Parts,Government,2024,2.9,6,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,0,0.0,0.0
Beijing Capital Group,China,East Asia & Pacific,Utilities,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Berkshire Hathaway,United States,North America,Alternative Asset Managers,Public,2024,0.7,1,0,0,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Berry Global,United States,North America,Containers & Packaging,Public,2023,6.9,13,1,1,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,1.0,0.0
BESTSELLER,Denmark,Europe & Central Asia,Apparel & Footwear,Private,2023,5.3,10,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1,1.0,0.0
BetAgro,Thailand,East Asia & Pacific,Food Production,Public,2023,1.3,2,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0,1,0,0.0,0,0.0,0.0
Bharat Petroleum,India,South Asia,Oil & Gas,Public,2023,4.0,8,0,0,0,0.0,0,0.0,0,0,1,0,0,1,0,0.0,0,0,0,1.0,0,0.0,0.0
Bharti Airtel,India,South Asia,Telecommunications,Public,2023,14.0,27,0,1,0,2.0,0,0.0,0,1,1,0,0,0,0,1.0,2,2,0,1.0,2,1.0,0.0
BHP,Australia,East Asia & Pacific,Metals & Mining,Public,2023,22.5,43,1,1,1,2.0,0,1.0,1,0,0,0,0,0,2,3.0,0,2,0,1.0,2,1.0,2.0
Bidcorp,South Africa,Sub-Saharan Africa,Food Production,Public,2023,6.4,12,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1.0,0,1.0,0.0
BlackRock,United States,North America,Traditional Asset Managers,Public,2024,16.2,31,1,0,0,2.0,0,0.0,0,1,0,0,0,1,1,0.0,2,2,0,1.0,1,1.0,0.0
Blackstone Group,United States,North America,Alternative Asset Managers,Public,2024,5.1,10,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,2,0,0,0.5,0,0.0,0.0
Bloomin' Brands,United States,North America,Food Retailers,Public,2023,7.1,14,0,0,0,2.0,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0.5,0,1.0,0.0
Blue Diamond Growers,United States,North America,Food Production,Private,2023,2.2,4,0,0,0,0.0,0,0.0,0,0,0,0,0,2,0,0.0,0,0,0,0.0,0,0.0,0.0
Bank of Africa,Morocco,Middle East & North Africa,Banks,Public,2024,1.4,3,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
BMW,Germany,Europe & Central Asia,Motor Vehicles & Parts,Public,2024,10.7,20,0,1,0,2.0,0,0.0,0,0,0,0,0,0,1,0.0,0,2,1,1.0,1,1.0,0.0
BNP Paribas,France,Europe & Central Asia,Banks,Public,2024,17.4,33,1,1,0,2.0,0,0.0,1,1,2,0,0,0,0,1.0,2,3,0,0.5,2,1.0,0.0
BOE Technology Group,China,East Asia & Pacific,Electronics,Public,2023,3.3,6,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.5,1,0.0,0.0
Boise Cascade Company,United States,North America,Construction Materials & Supplies,Public,2024,6.9,13,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Bonduelle,France,Europe & Central Asia,Food Production,Public,2023,11.8,23,0,1,0,2.0,0,0.5,1,1,2,0,0,0,0,0.0,0,1,0,1.0,2,0.5,0.0
Booking Holdings,United States,North America,IT Software & Services,Public,2023,10.0,19,0,0,0,2.0,0,0.0,0,2,0,0,0,0,0,0.0,1,1,0,1.0,1,1.0,0.0
2 Sisters Food Group,United Kingdom,Europe & Central Asia,Food Production,Private,2023,4.0,8,0,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,1.0,1,0.0,0.0
Boral,Australia,East Asia & Pacific,Construction Materials & Supplies,Public,2024,9.1,17,0,0,0,2.0,0,0.0,0,0,3,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Bouygues Group,France,Europe & Central Asia,Construction & Engineering,Public,2024,8.7,17,1,1,0,0.0,0,0.0,1,2,0,0,0,0,0,0.0,0,2,0,0.0,1,1.0,0.0
BP,United Kingdom,Europe & Central Asia,Oil & Gas,Public,2023,16.7,32,0,1,0,0.0,1,0.0,3,2,1,0,0,1,0,0.0,1,2,0,1.0,1,1.0,1.0
BRF,Brazil,Latin America & Caribbean,Food Production,Public,2023,13.1,25,0,1,0,2.0,0,0.0,0,2,1,0,0,0,1,1.0,0,0,0,1.0,2,1.0,0.5
Bridgestone,Japan,East Asia & Pacific,Motor Vehicles & Parts,Public,2023,18.5,35,1,1,1,2.0,0,0.0,0,1,1,0,0,0,0,0.0,2,2,0,1.5,2,1.0,0.0
Bridgewater Associates,United States,North America,Traditional Asset Managers,Private,2024,7.8,15,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,2,1,0,1.0,0,0.0,0.0
Bright Food Group,China,East Asia & Pacific,Food Production,Government,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
BrightSphere Investment Group,United States,North America,Traditional Asset Managers,Public,2024,0.7,1,0,0,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Bristol Myers Squibb,United States,North America,Pharmaceuticals & Biotechnology,Public,2023,16.4,31,0,0,0,2.0,0,0.0,4,0,0,0,0,2,0,0.0,1,0,0,1.5,2,1.0,0.0
BCI,Canada,North America,Pension Funds,Private,2024,7.8,15,0,0,0,2.0,0,0.0,2,0,0,0,0,0,0,0.0,0,1,0,1.0,0,1.0,0.0
Broadcom,United States,North America,Electronics,Public,2023,8.0,15,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Brookfield Asset Management,Canada,North America,Traditional Asset Managers,Public,2024,7.3,14,0,0,0,2.0,0,0.0,0,1,1,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
BT Group,United Kingdom,Europe & Central Asia,Telecommunications,Public,2023,8.7,17,0,1,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,1.0,2,0.5,0.0
Builders FirstSource,United States,North America,Construction Materials & Supplies,Public,2024,4.9,9,0,0,0,2.0,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,1.0,0.0
Bumi Resources,Indonesia,East Asia & Pacific,Metals & Mining,Public,2023,5.8,11,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
Bunge,United States,North America,Food Production,Public,2023,9.8,19,0,0,0,2.0,0,0.0,1,2,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Burberry ,United Kingdom,Europe & Central Asia,Apparel & Footwear,Public,2023,18.3,35,1,0,1,1.0,0,0.5,2,1,0,0,0,0,1,2.0,0,0,1,1.5,2,1.0,0.0
Buzzi Unicem,Italy,Europe & Central Asia,Construction Materials & Supplies,Public,2024,7.7,15,0,0,0,0.0,0,0.0,1,0,2,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
BYD,China,East Asia & Pacific,Motor Vehicles & Parts,Public,2024,5.1,10,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
Bytedance,China,East Asia & Pacific,IT Software & Services,Private,2023,4.4,8,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
C&S Wholesale Grocers,United States,North America,Food Retailers,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Boehringer Ingelheim,Germany,Europe & Central Asia,Pharmaceuticals & Biotechnology,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
C.H. Robinson Worldwide,United States,North America,Postal & Courier Activities,Public,2024,5.8,11,0,0,0,0.0,0,0.0,1,1,0,0,0,0,0,0.0,0,2,0,0.0,1,1.0,0.0
CDPQ,Canada,North America,Pension Funds,Government,2024,9.8,19,1,1,0,2.0,0,0.0,2,2,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.5
Caisse des Depots,France,Europe & Central Asia,Pension Funds,Government,2024,0.5,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,0.0,0.0
Caixa Econōmica Federal,Brazil,Latin America & Caribbean,Banks,Government,2024,7.4,14,0,0,0,2.0,0,0.0,1,0,2,0,0,0,0,1.0,1,0,0,0.0,0,1.0,0.0
Caixabank,Spain,Europe & Central Asia,Banks,Public,2024,25.2,48,1,1,1,1.0,0,0.0,3,1,3,0,0,0,0,1.0,2,4,0,2.0,2,1.0,0.0
Calavo Growers,United States,North America,Food Production,Public,2023,7.1,14,0,0,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,1,1,0,0.0,1,1.0,0.0
CalPERS,United States,North America,Pension Funds,Government,2024,6.0,11,0,0,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,1,1,0,0.0,0,1.0,0.0
California Resources,United States,North America,Oil & Gas,Public,2023,10.5,20,0,1,0,2.0,0,0.0,0,1,0,0,0,0,0,1.0,0,1,0,1.0,2,1.0,0.0
CalSTRS,United States,North America,Pension Funds,Government,2024,9.3,18,0,0,0,1.0,0,0.0,2,0,0,0,0,0,0,0.0,1,1,0,1.0,1,1.0,0.0
Ampol,Australia,East Asia & Pacific,Oil & Gas,Public,2023,8.3,16,0,1,0,2.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Cambridge Associates,United States,North America,Investment Consultants,Private,2024,0.7,1,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Campbell's,United States,North America,Food Production,Public,2023,13.8,26,0,0,0,2.0,0,1.0,1,1,1,0,0,1,0,1.0,1,1,0,1.0,1,1.0,0.0
CPP Investments,Canada,North America,Pension Funds,Government,2024,7.8,15,0,1,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,0,1,0,0.5,0,1.0,0.0
CIBC,Canada,North America,Banks,Public,2024,21.1,40,1,1,0,2.0,0,0.0,3,0,3,0,0,1,0,0.0,1,2,0,2.0,1,1.0,0.0
Canadian Natural Resources,Canada,North America,Oil & Gas,Public,2023,5.4,10,0,0,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,1.0,1,0.0,0.0
Canadian Solar,Canada,North America,Capital Goods,Public,2023,9.3,18,0,1,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1.0,2,1.0,0.0
Canara Bank,India,South Asia,Banks,Public,2024,6.7,13,1,0,0,0.0,0,0.0,0,1,1,0,0,0,0,1.0,1,0,0,0.0,0,1.0,0.0
Canon,Japan,East Asia & Pacific,Electronics,Public,2023,18.6,36,1,1,1,2.0,0,1.0,0,1,0,0,0,0,0,1.0,1,2,0,1.5,2,1.0,0.0
Capital Group,United States,North America,Traditional Asset Managers,Private,2024,13.4,26,1,1,0,0.0,0,0.0,2,1,2,0,0,1,0,0.0,1,2,0,0.5,0,1.0,0.0
Capital One,United States,North America,Banks,Public,2024,11.3,22,0,0,0,2.0,0,0.0,0,0,0,0,0,1,0,0.0,1,0,0,1.5,1,1.0,0.0
Capri Holdings,United Kingdom,Europe & Central Asia,Apparel & Footwear,Public,2023,14.7,28,1,0,0,2.0,0,0.0,2,0,0,0,0,0,0,0.0,0,1,0,2.0,1,1.0,0.0
Cargill,United States,North America,Food Production,Private,2023,17.2,33,1,1,0,2.0,0,0.0,1,2,0,0,0,1,0,1.0,2,0,0,1.5,1,1.0,0.0
Carlsberg,Denmark,Europe & Central Asia,Food Production,Public,2023,10.5,20,0,1,0,2.0,0,0.0,0,0,1,0,1,0,0,0.0,0,2,0,1.0,1,1.0,0.0
Carnival Corporation,United States,North America,Passenger Transport,Public,2024,8.5,16,0,1,0,2.0,0,0.0,1,0,1,0,0,0,0,0.0,0,1,0,1.0,0,1.0,0.0
Carozzi,Chile,Latin America & Caribbean,Food Production,Public,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Carrefour,France,Europe & Central Asia,Food Retailers,Public,2023,12.1,23,1,1,0,1.0,0,1.0,2,2,0,0,0,0,0,0.0,1,1,0,0.0,1,1.0,0.0
Carter's,United States,North America,Apparel & Footwear,Public,2023,12.5,24,0,0,0,2.0,0,0.0,2,0,2,0,0,0,0,0.0,1,1,0,1.0,2,1.0,0.0
Cathay Financial Holding,"Taiwan, China",East Asia & Pacific,Traditional Asset Managers,Public,2024,16.8,32,1,1,1,2.0,0,0.0,0,1,1,0,0,0,0,1.0,2,2,0,1.0,0,1.0,1.0
CBRE Group,United States,North America,Real Estate,Public,2024,17.4,33,1,0,0,2.0,0,0.0,0,1,1,0,0,1,0,0.0,0,2,0,2.0,2,1.0,0.0
CCR,Brazil,Latin America & Caribbean,Passenger Transport,Public,2024,7.0,13,1,1,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,1,0,0.0,0,1.0,0.0
British International Investment plc,United Kingdom,Europe & Central Asia,Development Finance Institutions,Government,2024,8.5,16,1,0,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,0,1,0,1.0,0,1.0,0.0
Celanese,United States,North America,Chemicals,Public,2023,12.9,25,0,0,0,2.0,0,0.0,3,0,0,0,0,1,0,0.0,2,1,0,1.0,1,1.0,0.0
Cemex,Mexico,Latin America & Caribbean,Construction Materials & Supplies,Public,2024,14.2,27,1,0,0,2.0,0,0.0,0,1,1,0,0,0,0,0.0,2,2,0,1.0,2,1.0,0.0
Cencosud,Chile,Latin America & Caribbean,Food Retailers,Public,2023,12.1,23,1,0,0,2.0,0,0.5,0,2,0,0,0,0,0,0.0,1,1,0,1.0,1,1.0,0.0
Cenovus Energy,Canada,North America,Oil & Gas,Public,2023,11.1,21,0,1,0,2.0,0,0.0,0,0,1,0,0,1,0,0.0,1,1,0,1.0,1,1.0,0.0
Central Retail,Thailand,East Asia & Pacific,Retail,Public,2023,9.6,18,1,0,0,0.0,0,0.0,2,0,1,0,0,0,0,0.0,1,1,0,1.0,2,0.0,0.0
Central Japan Railway,Japan,East Asia & Pacific,Passenger Transport,Public,2024,6.3,12,1,1,0,1.0,0,0.0,0,0,1,0,0,0,0,0.0,2,1,0,0.0,0,0.0,0.0
Centrica,United Kingdom,Europe & Central Asia,Utilities,Public,2024,17.1,33,0,1,0,2.0,0,0.0,2,2,0,0,0,0,0,0.0,0,2,0,2.0,2,1.0,0.0
Lumen,United States,North America,Telecommunications,Public,2023,13.6,26,1,0,0,2.0,0,1.0,0,0,0,0,0,1,0,0.0,0,1,0,1.5,1,1.0,0.0
CEZ Group,Czechia,Europe & Central Asia,Utilities,Public,2023,14.3,27,1,1,0,2.0,0,0.0,0,1,1,0,0,0,1,0.0,1,2,0,1.0,2,1.0,0.0
CF Industries,United States,North America,Chemicals,Public,2023,14.5,28,0,1,0,2.0,0,0.0,0,1,1,0,0,0,0,2.0,0,2,0,1.5,2,1.0,0.0
Chanel ,United Kingdom,Europe & Central Asia,Apparel & Footwear,Private,2023,5.8,11,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,2,0.0,0.0
Changan Automobile,China,East Asia & Pacific,Motor Vehicles & Parts,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Charles Schwab Corporation,United States,North America,Traditional Asset Managers,Public,2024,9.8,19,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1.0,2,1,0,1.0,0,1.0,0.0
Charoen Pokphand Group,Thailand,East Asia & Pacific,Conglomerates,Private,2023,12.3,24,1,1,0,2.0,0,1.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Cheng Shin Rubber,"Taiwan, China",East Asia & Pacific,Motor Vehicles & Parts,Public,2023,2.2,4,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2,0.0,0.0
Chesapeake Energy,United States,North America,Oil & Gas,Public,2023,15.6,30,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,2.0,2,1.0,0.0
Chevron,United States,North America,Oil & Gas,Public,2023,21.8,42,1,0,0,2.0,0,0.0,1,1,0,0,0,2,0,0.0,2,2,0,2.0,2,1.0,0.5
Chevron Phillips,United States,North America,Chemicals,Private,2023,7.3,14,0,0,0,0.0,0,0.0,0,1,0,0,0,2,0,0.0,0,2,0,0.0,1,1.0,0.0
China Airlines,"Taiwan, China",East Asia & Pacific,Passenger Transport,Public,2024,12.0,23,0,1,0,0.0,0,0.0,0,0,2,0,0,0,0,1.0,1,1,0,1.5,1,1.0,0.0
Baowu,China,East Asia & Pacific,Metals & Mining,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
China Communications Construction,China,East Asia & Pacific,Construction & Engineering,Government,2024,0.7,1,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
China Construction Bank,China,East Asia & Pacific,Banks,Public,2024,4.3,8,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.5,0,0.0,0.0
China COSCO Shipping,China,East Asia & Pacific,Freight & logistics,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
China Datang,China,East Asia & Pacific,Utilities,Government,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
China Eastern Airlines,China,East Asia & Pacific,Passenger Transport,Public,2024,2.9,6,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.5,0,0.0,0.0
China Energy Engineering Group,China,East Asia & Pacific,Construction & Engineering,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
CHN Energy,China,East Asia & Pacific,Utilities,Government,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
China Everbright Bank,China,East Asia & Pacific,Banks,Government,2024,2.2,4,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.5,0,0.0,0.0
Evergrande,China,East Asia & Pacific,Real Estate,Public,2024,1.5,3,0,0,0,0.0,0,0.0,1,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
FAW,China,East Asia & Pacific,Motor Vehicles & Parts,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
China Hongqiao,China,East Asia & Pacific,Metals & Mining,Public,2024,0.7,1,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
China Huadian,China,East Asia & Pacific,Utilities,Government,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
China Huaneng,China,East Asia & Pacific,Oil & Gas,Government,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
